,entropy,mean_intensity,std_deviation,fractal_dimension,skewness,kurtosis,uniformity,relative_smoothness
2023-01-15 04:30:00,4.4818423126543445,121.13173484802246,79.74654075353999,1.2712953638174431,-0.8404448245474581,-1.2556899201598954,0.09676990846674016,0.9998427799217086
2023-01-15 06:00:00,4.477443145091874,121.11943817138672,79.75606123730054,1.282839994479179,-0.8400528960775479,-1.256577118290781,0.0969668362831726,0.9998428174483011
2023-01-15 07:30:00,4.472492790754563,121.11249256134033,79.75942959966834,1.2805496578525448,-0.8399796315385136,-1.25707172806602,0.097105943284987,0.9998428307220519
2023-01-15 09:00:00,4.4712462640755,121.11441898345947,79.75949107978649,1.2753707117186852,-0.8400287867542323,-1.257040269109739,0.09700103829527507,0.9998428309643119
2023-01-15 10:30:00,4.4766523430343215,121.12263488769531,79.75634986766873,1.2771880250618248,-0.8401769077011474,-1.2565684014337062,0.09700485968096473,0.9998428185857765
2023-01-15 12:00:00,4.4862855998783475,121.14170932769775,79.75239568948146,1.2802983133267904,-0.840489614215015,-1.2557944115912574,0.0966329156071879,0.9998428030015168
2023-01-15 13:30:00,4.491946261829511,121.16639804840088,79.74799468590844,1.2761373515769234,-0.8409623429863458,-1.2547970570471756,0.09652050479235186,0.9998427856534975
2023-01-15 15:00:00,4.487858201288942,121.19824504852295,79.73517759576961,1.277384705461848,-0.841965493839611,-1.2534332481644468,0.09644103455320874,0.9998427351143115
2023-01-15 16:30:00,4.483484458734862,121.22161293029785,79.73198392434406,1.2784768590459739,-0.8424764357932624,-1.252612121631302,0.09660739872197155,0.9998427225175239
2023-01-15 18:00:00,4.47364801623277,121.24405097961426,79.72536400029756,1.2810837452898705,-0.8433142680257757,-1.2517598914044388,0.0967407929674664,0.999842696401759
2023-01-15 19:30:00,4.474759279075905,121.25658416748047,79.72835987712953,1.2824616625298664,-0.8433826452643016,-1.251474301703371,0.09681223603547551,0.9998427082213732
2023-01-15 21:00:00,4.479878784731933,121.24937629699707,79.73760441913396,1.2792518956741956,-0.8428565571345321,-1.2521057171736047,0.09670592499969644,0.9998427446854111
2023-01-15 22:30:00,4.488187081261387,121.24109268188477,79.75017592315433,1.2807910068712314,-0.8421627274590014,-1.2528257171281318,0.09653892802998598,0.9998427942519285
2023-01-16 00:00:00,4.491720261701205,121.22364139556885,79.76071628317878,1.2762044469957492,-0.8414572556497605,-1.2538595167874382,0.09642402093777491,0.9998428357920592
2023-01-16 01:30:00,4.48855237083672,121.19323635101318,79.77541767126294,1.2740825868968781,-0.8405676293717672,-1.255523918672368,0.09656588494181051,0.9998428937035366
2023-01-16 03:00:00,4.486339969829236,121.1707649230957,79.78713369184044,1.2786326014497995,-0.8398671253109207,-1.2567242984043079,0.09669051759919967,0.9998429398321868
2023-01-16 04:30:00,4.480761432392779,121.14810371398926,79.79471377279411,1.275207221885745,-0.8393527427256793,-1.2578620201110324,0.09682539555615222,0.9998429696658748
2023-01-16 06:00:00,4.475776844332874,121.13357257843018,79.80272239288084,1.2771866460991907,-0.8390146985556219,-1.258854968031912,0.0969585753082356,0.9998430011769741
2023-01-16 07:30:00,4.469011299113201,121.11933612823486,79.79876833488814,1.2832837281614042,-0.8390687268021076,-1.259181974931096,0.09705491898603213,0.999842985620334
2023-01-16 09:00:00,4.468365051641593,121.12288188934326,79.7996047649878,1.275993660897174,-0.8391426195120031,-1.2590953805657208,0.09703432274545776,0.9998429889113339
2023-01-16 10:30:00,4.473299322924474,121.13485717773438,79.79417069230003,1.2728479601494218,-0.8394670487710162,-1.2585425994078814,0.09689994433574611,0.9998429675287009
2023-01-16 12:00:00,4.483219813816402,121.15193462371826,79.78766287763821,1.274965838861339,-0.8397874061669274,-1.257703808392943,0.09657216131745372,0.9998429419152326
2023-01-16 13:30:00,4.487057044752508,121.17492866516113,79.77898647645887,1.2733128676340801,-0.8403613859687368,-1.2564612052949795,0.09647989352743025,0.9998429077568902
2023-01-16 15:00:00,4.480985126421364,121.19743251800537,79.76679288468537,1.2787684694358468,-0.8412080029836727,-1.2552156060402413,0.09664924235403305,0.9998428597327941
2023-01-16 16:30:00,4.474231646970669,121.22237300872803,79.75489819096752,1.2754851011468398,-0.8421027512964101,-1.2539995202684153,0.09668353162123822,0.9998428128646782
2023-01-16 18:00:00,4.466826194010894,121.2436637878418,79.74973130795054,1.2763155581184549,-0.8426958601532581,-1.2531226937523046,0.09689126566445339,0.9998427924993138
2023-01-16 19:30:00,4.4641044884696575,121.248215675354,79.74846955724193,1.2803042439456414,-0.8428637959271816,-1.2528912629649718,0.0969324978577788,0.999842787525499
2023-01-16 21:00:00,4.47051516945849,121.240797996521,79.75460989080017,1.281545518633207,-0.8423932314479665,-1.2532754190171524,0.09682311096003104,0.999842811728442
2023-01-16 22:30:00,4.473991195586061,121.23209381103516,79.75816284182494,1.276709716165989,-0.8420305088543095,-1.2535890123872828,0.09672749723904417,0.9998428257303196
2023-01-17 00:00:00,4.476321471070289,121.20099544525146,79.76460450120796,1.2676897960475553,-0.8413077991053156,-1.254891409017773,0.09669470738481323,0.9998428511115807
2023-01-17 01:30:00,4.473365065536787,121.17399311065674,79.77592107292458,1.2755388312142708,-0.8405977051985062,-1.2561827301760575,0.09684357249716413,0.9998428956859619
2023-01-17 03:00:00,4.473876086640551,121.15096092224121,79.78794410071458,1.2711829207437735,-0.8398210731686323,-1.2574574116796131,0.09683181981381495,0.9998429430222004
2023-01-17 04:30:00,4.466566443535429,121.12936687469482,79.79517601422401,1.2765607309319147,-0.8393889637868973,-1.2585172475638764,0.09703574635750556,0.99984297148489
2023-01-17 06:00:00,4.458214935103983,121.10863780975342,79.7986956334645,1.2753879526206717,-0.8391636866269044,-1.2594537029914743,0.09724199297852465,0.9998429853342797
2023-01-17 07:30:00,4.451120648550476,121.09170341491699,79.79815991882487,1.2749853361138566,-0.8390485183525852,-1.2600279721842242,0.09751492690156738,0.9998429832264083
2023-01-17 09:00:00,4.448246729005731,121.09767246246338,79.79148823366373,1.2712552023469614,-0.8394529828671676,-1.2596176289118226,0.09742387538790354,0.9998429569718346
2023-01-17 10:30:00,4.455393691061374,121.10274887084961,79.78541413521579,1.2763800853593004,-0.8395930284308991,-1.259152491427759,0.0972476272690983,0.9998429330631715
2023-01-17 12:00:00,4.461372167132854,121.11993217468262,79.77472897438182,1.274702156347028,-0.8401772771404223,-1.2580887439515611,0.09697011145362922,0.9998428909913474
2023-01-17 13:30:00,4.467337069119453,121.14574241638184,79.76487371617301,1.2770886821919285,-0.8407907669749833,-1.2568448598923472,0.09676943943486549,0.9998428521722007
2023-01-17 15:00:00,4.464673700935663,121.16668510437012,79.7525907020588,1.2702153279254798,-0.8415795031878098,-1.2556315518453869,0.09686575200976222,0.9998428037701573
2023-01-17 16:30:00,4.450146068013874,121.19270038604736,79.73706876478359,1.272419566641961,-0.8427808160381282,-1.2542606005737413,0.09715430747019127,0.9998427425729299
2023-01-17 18:00:00,4.444307543135466,121.20697116851807,79.73186432053676,1.2754393156810333,-0.8432715783736259,-1.253646089450466,0.09728100597385492,0.9998427220457415
2023-01-17 19:30:00,4.444931932011683,121.21654319763184,79.72853009406397,1.2748352557113145,-0.8435465442707669,-1.253218260105188,0.09727742796349048,0.9998427088928891
2023-01-17 21:00:00,4.449316448952239,121.21092891693115,79.7347297925001,1.2695644693323607,-0.843230573938649,-1.2536747628404232,0.09722451525522047,0.9998427333481338
2023-01-17 22:30:00,4.452472075040592,121.19779014587402,79.74065499110226,1.2706353521002611,-0.8427745686931126,-1.2542886979629464,0.09718051919480786,0.9998427567152608
2023-01-18 00:00:00,4.452413391889902,121.17343521118164,79.74807405132805,1.27502051596775,-0.8421580141014989,-1.2553257778582667,0.09729062170299585,0.9998427859663681
2023-01-18 01:30:00,4.454030624026884,121.14684200286865,79.75580294195144,1.2801881937104989,-0.8414893876704611,-1.2565896412035589,0.09721126948716119,0.9998428164303637
2023-01-18 03:00:00,4.450645778193911,121.12083625793457,79.76780434568423,1.2678876570651112,-0.8407484265112796,-1.257937973852211,0.09740149573190138,0.9998428637172404
2023-01-18 04:30:00,4.446267837408259,121.09448146820068,79.77641363984333,1.2790204481707919,-0.8401567925856035,-1.2593013643109796,0.09736057953341515,0.9998428976256828
